sentence,relation,head,head_offset,tail,tail_offset
成都大帝汉克生物科技有限公司于2004年12月28日在成都市工商行政管理局登记成立,成立日期,成都大帝汉克生物科技有限公司,0,2004年12月28日,15
《轩辕剑叁外传·天之痕》曾在2012年由唐人影视改编成电视剧《轩辕剑之天之痕》，宇文拓这一角色由胡歌饰演,主演,轩辕剑之天之痕,31,胡歌,48
《女子落语（じょしらく）》是一部由日本漫画家久米田康治原作（脚本）、插画家泰（ヤス）作画的漫画作品,国籍,日本,17,久米田康治,22
"baghy abd el elah,摩洛哥籍足球运动员",国籍,baghy abd el elah,0,摩洛哥,18
龚澎是新中国第一代女外交家，安徽合肥人，1937年毕业于燕京大学历史系，是民国时期为数不多的才女之一,出生地,龚澎,0,安徽合肥,14
大庆团购网是大庆首家团购服务平台，也是大庆本地最权威的团购信息即时发布平台,总部地点,大庆团购网,0,大庆,0
《不能不爱》是连载于晋江文学城的综合其它小说，作者是越前桔梗,作者,不能不爱,1,越前桔梗,26
2011年11月2日联想集团宣布其创始人柳传志卸任董事长一职，将担任联想集团名誉董事长，ceo杨元庆同时兼任集团董事长,创始人,联想集团,10,柳传志,20
东莞市星宇高分子材料有限公司始建于1995年，是一家集研发、生产、销售于一体的综合性企业,成立日期,东莞市星宇高分子材料有限公司,0,1995年,17
个人简介孔令富 男，1957年1月出生，吉林省公主岭市人，哈尔滨工业大学博士，燕山大学信息科学与工程学院计算机科学与技术学科教授、博士生导师，燕山大学副校长，国务院特殊津贴专家，中国共产党党员,国籍,孔令富,4,中国,89
由唐季礼监制，鞠觉亮导演的大型古装历史剧《精忠岳飞》自4日在浙江、安徽、山东、天津卫视四台联播后反响强烈，该剧汇集了张馨予、黄晓明、罗嘉良、林心如 、刘诗诗、吴秀波、邵兵、郑佩佩、张嘉倪等众多明星,主演,精忠岳飞,21,林心如,70
"乡政府驻地中寨村,距县城45公里,海拔1380米",海拔,中寨,5,1380米,19
人物简介王大明，男，汉族，1929年出生，北京市人,出生日期,王大明,4,1929年,13
爱新觉罗·弘旺，康熙第八子胤禩之长子，康熙四十七年戊子正月初五日寅时生，母妾张氏，张之碧之女,母亲,爱新觉罗·弘旺,0,张氏,38
《妃常纨绔：拐个王爷来生娃》是剪烛西窗的小说，连载于qq阅读,连载网站,妃常纨绔：拐个王爷来生娃,1,qq阅读,26
人物简介王李金1，男，1960年生，山西平定人，中共党员，研究生学历，博士学位，博士生导师，1984年12月加入中国共产党，1981年9月参加工作,国籍,王李金,4,中国,56
年，许绍棣与孙多慈的第二个男孩出生,妻子,许绍棣,2,孙多慈,6
董亚非，男，1963年12月生，华中科技大学工学博士，生物医学工程博士后，现任陕西师范大学副教授1,出生日期,董亚非,0,1963年12月,6
《别笑别说别懂》，是由歌手：莫少聪演唱， 所属专辑：你在九月离开，已发行的音乐作品,歌手,别笑别说别懂,1,莫少聪,14
解忧公主袁弘和张歆艺，《解忧公主》，2016年结婚,主演,解忧公主,0,张歆艺,7
人物概述沙锐明，男，出生于1957年，是一名脚踝负伤的八级伤残军人，现在崇明县供销社所属盛业劳务派遣有限公司工作,出生日期,沙锐明,4,1957年,13
84年台视版1984年版《倚天屠龙记》，刘德凯主演,主演,倚天屠龙记,13,刘德凯,20
8月9日，在第17届华鼎奖中国电视剧满意度颁奖盛典中，唐嫣凭借《金玉良缘》、《活色生香》及《何以笙箫默》三部电视剧入围四个不同类型的最佳女主角奖项提名，最终她获得当代题材电视剧最佳女演员616212,主演,唐嫣,27,何以笙箫默,46
简介武昌船舶重工有限责任公司，简称“武船”，隶属于中国船舶重工集团公司，始建于1934年原名武昌造船厂，2009年2月改制为武昌船舶重工有限责任公司，下有18个子公司，是我国重要的军工生产基地和以造船为主的大型现代化综合性企业,成立日期,1934年,39,武昌造船厂,46
大眼科氏石首鱼，corvula macrops，辐鳍鱼纲鲈形目鲈亚目石首鱼科科氏石首鱼属,目,大眼科氏石首鱼,0,鲈形目,28
个人履历任强军，男，汉族，生于1972年11月，陕西宝鸡人，中共党员，1994年7月入党，甘肃省委党校公共管理专业在职研究生学历,民族,任强军,4,汉族,10
⊙1995年的今天，雅虎网站成立,成立日期,1995,1,雅虎,10
小齐与郑秀文合演的贺岁爱情喜剧《嫁个有钱人》是2002年农历新年最看好的强档新片，而这张《我是有钱人》则抢先收录‘嫁个有钱人’电影主题曲‘我是有钱人’及插曲‘小白脸’等五曲歌曲，还有‘我是有钱人’及‘浪花一朵朵’（任贤齐&friends演唱会版）的mtv，小齐迷不容错过,所属专辑,我是有钱人,45,小白脸,79
马萨迪奥·海德拉（massadio haidara），1992年12月2日出生于法国特拉珀斯，法国足球运动员，场上司职左后卫，现效力于英超的纽卡斯尔联足球俱乐部,出生地,马萨迪奥·海德拉,0,特拉珀斯,42
按原版节目设置，作为观点类真人秀需要最具看点和观点的两位队长领衔团队，而《男左女右》的两位王牌是柳岩搭档激情足球解说、犀利大叔黄健翔，麻辣、犀利、风趣的笑果频出不绝，引爆演播大厅,主持人,男左女右,37,黄健翔,63
直至1997年，邵逸夫发妻辞世10周年，两人才在美国拉斯维加斯正式注册结婚，当时邵逸夫90岁，方逸华66岁,妻子,邵逸夫,8,方逸华,47
《你敢抹不甘》是白冰冰演唱的一首歌曲，收录于专辑《阮不愿留》,歌手,你敢抹不甘,1,白冰冰,8
《欢迎光临》是2008年中信出版社出版的图书，作者是（美）丹尼·迈耶,作者,欢迎光临,1,丹尼·迈耶,29
车太贤与刘浩镇pd共同执导的kbs新剧《最佳一击》，由车太贤、尹施允、李世英、金旻载、尹孙河、astro成员车银优等人主演1，将在6/2日晚间11点（韩国时间）首播2,导演,刘浩镇,4,最佳一击,20
创作背景梁咏琪的花名（昵称）为高妹，她早前为李克勤之作《高妹》备受好评，于是梁咏琪在这张《funny face》大碟中，为此曲谱上全新歌词，并亲身演绎新作《高妹正传》，还有黄伟文为其量身填词,歌手,梁咏琪,4,高妹正传,78
王飞，汉，江苏东台人,民族,王飞,0,汉,3
《你那会心的一笑》是歌手张蔷演唱的歌曲，收录在专辑《特别的日子》中,歌手,你那会心的一笑,1,张蔷,12
《童话米粉丝》是悲运浮生梦创作的网络小说，发表于17k小说网,连载网站,童话米粉丝,1,17k小说网,24
8.《请回答1988》是由申源浩执导，李有贞编剧，李惠利、朴宝剑、柳俊烈、高庚杓等主演的金土连续剧,编剧,请回答1988,3,李有贞,19
《开放》为华语内地著名歌手李宇春在2016年5月25日10:00在qq音乐平台所出的数字专辑《野》中的一首歌曲,所属专辑,开放,1,野,47
刘凯，男，汉族，生于1968年5月，陕西绥德县人，研究生文化程度,出生地,刘凯,0,陕西绥德,18
人物经历许浑（约791～约858），字用晦（一作仲晦），祖籍安州安陆（今湖北安陆），寓居润州（今江苏丹阳），唐代诗人,出生日期,许浑,4,约791,7
《现代物理治疗学》是人民军医出版社出版的图书，作者是陈景藻,作者,现代物理治疗学,1,陈景藻,26
以前的tvb、苏有朋版倚天屠龙记给人印象很深，翻拍中的角色，要不就完美复刻从前的，不然就要另辟蹊径,主演,苏有朋,7,倚天屠龙记,11
郑元畅（joseph cheng），本名郑综腾，1982年6月19日出生于台湾省台中市北屯区，中国台湾影视男演员、流行乐歌手、模特，2003年，出演个人首部电视剧《蔷薇之恋》，从而正式进入演艺圈郑元畅服完兵役后愈加成熟、有魅力，而他额头隐约可见的抬头纹则更显男人味,主演,郑元畅,0,蔷薇之恋,82
《不一样的天空》是由莱塞·霍尔斯道姆执导，约翰尼·德普和莱昂纳多·迪卡普里奥主演的一部爱情生活喜剧片，该片于1993年12月25日在美国上映,导演,不一样的天空,1,莱塞·霍尔斯道姆,10
品牌: 上海大学出版社内容简介《最后的柔弱皇冠:宣统皇帝新说》主要内容：历史上几无什作为，也曾悄无声息的中国末代皇帝宣统皇帝，现在在众多影视作品的宣传下，突然间备受广大读者、观众们的关注,出版社,上海大学出版社,4,最后的柔弱皇冠,16
张俨死后不久，东吴就被西晋所灭，作为亡国之人的张翰虽然有才华，善于写文章，但是身受亡国之痛，佯狂避世，不愿意受礼法约束，恃才放旷，很像曹魏时放荡不羁的阮籍，因为阮籍曾经担任过步兵校尉，世称“阮步兵”，所以当时人称张翰为“江东步兵”,朝代,西晋,11,张翰,23
简介李亚娟，女，儿科主任医师，儿科急诊急救危重症专业，1984年毕业于新乡医学院儿科系，安阳市儿科学会委员，安阳市危重症学会委员，从事儿内科临床工作20余年，曾到北京大学附属医院进修儿童急诊急救专业,毕业院校,李亚娟,2,新乡医学院,35
倪行强，男，1960年毕业于北京航空航天大学航空发动机系，是北京航空航天大学401教研室主任,毕业院校,倪行强,0,北京航空航天大学,14
麻壳豆（arachishypogaealinn.）又名花生，是一种被子植物门、双子叶植物纲、豆目、蝶形花科、合萌族、落花生属类生物，分布于亚洲、非洲、美洲等地区,目,麻壳豆,0,豆目,46
"人民网北京2月13日电(管若寒)今天上午,中国单板滑雪第一人、三届冬奥会选手刘佳宇在2018平昌冬奥会女子单板滑雪u型场地决赛中,以高质量的空中姿态、完美的动作衔接取得了89.75的高分,夺得了该项目的银牌",国籍,中国,21,刘佳宇,38
《乔伊斯小说的形式实验》是由中国戏剧出版社出版于2013-6-21的一部图书，作者是戴从容,出版社,乔伊斯小说的形式实验,1,中国戏剧出版社,14
郭登峰在采访中向外界表明，她本人亦财富可观，郭美美出生之前的1990年就已在深圳有两套房子、几百万现金,母亲,郭登峰,0,郭美美,22
《逍遥武皇》作者是三害，小说进度连载，连载网站17k小说网,连载网站,逍遥武皇,1,17k小说网,23
杨波，字囿民，号善民居士，1987年12月生于四川射洪，2010年毕业于四川工程职业技术学院，中国铁友会创始人1、射洪诗社社长、世界文学艺术家协会常务副主席、副主席、常委兼世界文协网总编23,毕业院校,杨波,0,四川工程职业技术学院,36
信达创新投资有限公司于2013-08-20在顺义分局登记成立,成立日期,信达创新投资有限公司,0,2013-08-20,11
《傻妃传奇后传》是连载于17k小说网的小说，作者是娜安安,作者,傻妃传奇后传,1,娜安安,25
《后宫阙：梨花凉》是梨云裳写的网络小说连载于红袖添香网,连载网站,后宫阙：梨花凉,1,红袖添香网,22
《朱门》1，林语堂逝世40周年纪念典藏版，与《京华烟云》《风声鹤唳》并称“林语堂三部曲”的情感暖作,作者,林语堂,6,风声鹤唳,29
湖南湘泉药业股份有限公司于1995年4月25日在湘西土家族苗族自治州工商行政管理局登记成立,成立日期,湖南湘泉药业股份有限公司,0,1995年4月25日,13
寡刺泥蚤是一种双甲目，泥蚤属动物,目,寡刺泥蚤,0,双甲目,7
汪晨武1，男 ，中共党员， 工学学士， 毕业于南京理工大学泰州科技学院土木工程专业,毕业院校,汪晨武,0,南京理工大学,23
陈文光男，1989年从煤校毕业后，陈文光来到了安源煤矿，1991年，陈文光被分配到生产科，至今他承担矿井地质勘测工作已经有20余年,毕业院校,陈文光,0,煤校,11
个人生活家庭曹景行有个横跨政治、历史、新闻和文学“四界”的父亲———曹聚仁，曹聚仁先生是国学大师章太炎先生的入门弟子，与鲁迅交往密切，写有《鲁迅评传》，1950年只身赴港从事自由写作,作者,曹聚仁,34,鲁迅评传,70
